basin_id,station_name,date,discharge_m3s,lat,lon
1362100,EL EKHSASE,2009-05-01,806.07,29.7,31.28
1362100,EL EKHSASE,2009-06-01,1440.42,29.7,31.28
1362100,EL EKHSASE,2009-07-01,1974.64,29.7,31.28
1362100,EL EKHSASE,2009-08-01,2738.51,29.7,31.28
1362100,EL EKHSASE,2009-09-01,2533.25,29.7,31.28
1362100,EL EKHSASE,2009-10-01,1696.8,29.7,31.28
1362100,EL EKHSASE,2009-11-01,1605.16,29.7,31.28
1362100,EL EKHSASE,2009-12-01,1275.68,29.7,31.28
1362100,EL EKHSASE,2010-01-01,1131.33,29.7,31.28
1362100,EL EKHSASE,2010-02-01,863.27,29.7,31.28
1362100,EL EKHSASE,2010-03-01,887.55,29.7,31.28
1362100,EL EKHSASE,2010-04-01,661.27,29.7,31.28
1362100,EL EKHSASE,2010-05-01,835.46,29.7,31.28
1362100,EL EKHSASE,2010-06-01,1406.76,29.7,31.28
1362100,EL EKHSASE,2010-07-01,1836.91,29.7,31.28
1362100,EL EKHSASE,2010-08-01,2539.49,29.7,31.28
1362100,EL EKHSASE,2010-09-01,2547.15,29.7,31.28
1362100,EL EKHSASE,2010-10-01,1787.0,29.7,31.28
1362100,EL EKHSASE,2010-11-01,1281.51,29.7,31.28
1362100,EL EKHSASE,2010-12-01,1203.57,29.7,31.28
1362100,EL EKHSASE,2011-01-01,968.45,29.7,31.28
1362100,EL EKHSASE,2011-02-01,961.19,29.7,31.28
1362100,EL EKHSASE,2011-03-01,735.41,29.7,31.28
1362100,EL EKHSASE,2011-04-01,832.75,29.7,31.28
1362100,EL EKHSASE,2011-05-01,744.06,29.7,31.28
1362100,EL EKHSASE,2011-06-01,1160.02,29.7,31.28
1362100,EL EKHSASE,2011-07-01,2113.65,29.7,31.28
1362100,EL EKHSASE,2011-08-01,2385.45,29.7,31.28
1362100,EL EKHSASE,2011-09-01,2559.44,29.7,31.28
1362100,EL EKHSASE,2011-10-01,2045.89,29.7,31.28
1362100,EL EKHSASE,2011-11-01,1268.15,29.7,31.28
1362100,EL EKHSASE,2011-12-01,1208.29,29.7,31.28
1362100,EL EKHSASE,2012-01-01,1074.69,29.7,31.28
1362100,EL EKHSASE,2012-02-01,978.82,29.7,31.28
1362100,EL EKHSASE,2012-03-01,711.46,29.7,31.28
1362100,EL EKHSASE,2012-04-01,659.11,29.7,31.28
1362100,EL EKHSASE,2012-05-01,822.57,29.7,31.28
1362100,EL EKHSASE,2012-06-01,1212.54,29.7,31.28
1362100,EL EKHSASE,2012-07-01,2013.56,29.7,31.28
1362100,EL EKHSASE,2012-08-01,2704.95,29.7,31.28
1362100,EL EKHSASE,2012-09-01,2364.37,29.7,31.28
1362100,EL EKHSASE,2012-10-01,1876.63,29.7,31.28
1362100,EL EKHSASE,2012-11-01,1481.54,29.7,31.28
1362100,EL EKHSASE,2012-12-01,1116.71,29.7,31.28
1362100,EL EKHSASE,2013-01-01,1203.51,29.7,31.28
1362100,EL EKHSASE,2013-02-01,951.03,29.7,31.28
1362100,EL EKHSASE,2013-03-01,710.55,29.7,31.28
1362100,EL EKHSASE,2013-04-01,771.54,29.7,31.28
1362100,EL EKHSASE,2013-05-01,724.16,29.7,31.28
1362100,EL EKHSASE,2013-06-01,1252.28,29.7,31.28
1362100,EL EKHSASE,2013-07-01,2145.49,29.7,31.28
1362100,EL EKHSASE,2013-08-01,2446.12,29.7,31.28
1362100,EL EKHSASE,2013-09-01,2678.78,29.7,31.28
1362100,EL EKHSASE,2013-10-01,1893.12,29.7,31.28
1362100,EL EKHSASE,2013-11-01,1534.59,29.7,31.28
1362100,EL EKHSASE,2013-12-01,1356.87,29.7,31.28
1362100,EL EKHSASE,2014-01-01,1021.15,29.7,31.28
1362100,EL EKHSASE,2014-02-01,856.44,29.7,31.28
1362100,EL EKHSASE,2014-03-01,725.61,29.7,31.28
1362100,EL EKHSASE,2014-04-01,681.53,29.7,31.28
1362100,EL EKHSASE,2014-05-01,776.38,29.7,31.28
1362100,EL EKHSASE,2014-06-01,1203.78,29.7,31.28
1362100,EL EKHSASE,2014-07-01,1996.23,29.7,31.28
1362100,EL EKHSASE,2014-08-01,2776.32,29.7,31.28
1362100,EL EKHSASE,2014-09-01,2476.37,29.7,31.28
1362100,EL EKHSASE,2014-10-01,2034.76,29.7,31.28
1362100,EL EKHSASE,2014-11-01,1401.88,29.7,31.28
1362100,EL EKHSASE,2014-12-01,1426.8,29.7,31.28
1362100,EL EKHSASE,2015-01-01,1087.86,29.7,31.28
1362100,EL EKHSASE,2015-02-01,844.34,29.7,31.28
1362100,EL EKHSASE,2015-03-01,710.43,29.7,31.28
1362100,EL EKHSASE,2015-04-01,753.19,29.7,31.28
1362100,EL EKHSASE,2015-05-01,763.11,29.7,31.28
1362100,EL EKHSASE,2015-06-01,1232.07,29.7,31.28
1362100,EL EKHSASE,2015-07-01,2016.04,29.7,31.28
1362100,EL EKHSASE,2015-08-01,2574.91,29.7,31.28
1362100,EL EKHSASE,2015-09-01,2293.82,29.7,31.28
1362100,EL EKHSASE,2015-10-01,1593.29,29.7,31.28
1362100,EL EKHSASE,2015-11-01,1373.62,29.7,31.28
1362100,EL EKHSASE,2015-12-01,1245.35,29.7,31.28
1362100,EL EKHSASE,2016-01-01,1048.05,29.7,31.28
1362100,EL EKHSASE,2016-02-01,811.75,29.7,31.28
1362100,EL EKHSASE,2016-03-01,783.51,29.7,31.28
1362100,EL EKHSASE,2016-04-01,743.51,29.7,31.28
1362100,EL EKHSASE,2016-05-01,718.16,29.7,31.28
1362100,EL EKHSASE,2016-06-01,1173.46,29.7,31.28
1362100,EL EKHSASE,2016-07-01,1941.0,29.7,31.28
1362100,EL EKHSASE,2016-08-01,2340.46,29.7,31.28
1362100,EL EKHSASE,2016-09-01,2517.25,29.7,31.28
1362100,EL EKHSASE,2016-10-01,1884.1,29.7,31.28
1362100,EL EKHSASE,2016-11-01,1539.56,29.7,31.28
1362100,EL EKHSASE,2016-12-01,1256.93,29.7,31.28
1362100,EL EKHSASE,2017-01-01,911.85,29.7,31.28
1362100,EL EKHSASE,2017-02-01,829.42,29.7,31.28
1362100,EL EKHSASE,2017-03-01,800.27,29.7,31.28
1362100,EL EKHSASE,2017-04-01,746.85,29.7,31.28
1362100,EL EKHSASE,2017-05-01,800.27,29.7,31.28
1362100,EL EKHSASE,2017-06-01,1508.25,29.7,31.28
1362100,EL EKHSASE,2017-07-01,2009.26,29.7,31.28
1362100,EL EKHSASE,2017-08-01,2794.75,29.7,31.28
1362100,EL EKHSASE,2017-09-01,2619.66,29.7,31.28
1362100,EL EKHSASE,2017-10-01,1886.86,29.7,31.28
1362100,EL EKHSASE,2017-11-01,1373.56,29.7,31.28
1362100,EL EKHSASE,2017-12-01,1222.9,29.7,31.28
1362100,EL EKHSASE,2018-01-01,956.19,29.7,31.28
1362100,EL EKHSASE,2018-02-01,874.9,29.7,31.28
1362100,EL EKHSASE,2018-03-01,734.72,29.7,31.28
1362100,EL EKHSASE,2018-04-01,718.11,29.7,31.28
1362100,EL EKHSASE,2018-05-01,905.95,29.7,31.28
1362100,EL EKHSASE,2018-06-01,975.32,29.7,31.28
1362100,EL EKHSASE,2018-07-01,2015.92,29.7,31.28
1362100,EL EKHSASE,2018-08-01,2219.26,29.7,31.28
1362100,EL EKHSASE,2018-09-01,2329.21,29.7,31.28
1362100,EL EKHSASE,2018-10-01,1938.98,29.7,31.28
1362100,EL EKHSASE,2018-11-01,1408.61,29.7,31.28
1362100,EL EKHSASE,2018-12-01,1047.74,29.7,31.28
1362100,EL EKHSASE,2019-01-01,955.6,29.7,31.28
1362100,EL EKHSASE,2019-02-01,935.12,29.7,31.28
1362100,EL EKHSASE,2019-03-01,715.78,29.7,31.28
1362100,EL EKHSASE,2019-04-01,721.81,29.7,31.28
1362100,EL EKHSASE,2019-05-01,762.97,29.7,31.28
1362100,EL EKHSASE,2019-06-01,1080.86,29.7,31.28
1362100,EL EKHSASE,2019-07-01,2226.47,29.7,31.28
1362100,EL EKHSASE,2019-08-01,2662.51,29.7,31.28
1362100,EL EKHSASE,2019-09-01,2017.29,29.7,31.28
1362100,EL EKHSASE,2019-10-01,1800.26,29.7,31.28
1362100,EL EKHSASE,2019-11-01,1319.91,29.7,31.28
1362100,EL EKHSASE,2019-12-01,1218.06,29.7,31.28
1362200,ASSIUT,2000-01-01,1048.62,27.18,31.1
1362200,ASSIUT,2000-02-01,970.66,27.18,31.1
1362200,ASSIUT,2000-03-01,873.62,27.18,31.1
1362200,ASSIUT,2000-04-01,838.0,27.18,31.1
1362200,ASSIUT,2000-05-01,759.07,27.18,31.1
1362200,ASSIUT,2000-06-01,1225.84,27.18,31.1
1362200,ASSIUT,2000-07-01,2019.49,27.18,31.1
1362200,ASSIUT,2000-08-01,2652.71,27.18,31.1
1362200,ASSIUT,2000-09-01,3034.6,27.18,31.1
1362200,ASSIUT,2000-10-01,2022.78,27.18,31.1
1362200,ASSIUT,2000-11-01,1384.16,27.18,31.1
1362200,ASSIUT,2000-12-01,1352.04,27.18,31.1
1362200,ASSIUT,2001-01-01,1303.13,27.18,31.1
1362200,ASSIUT,2001-02-01,1055.26,27.18,31.1
1362200,ASSIUT,2001-03-01,733.95,27.18,31.1
1362200,ASSIUT,2001-04-01,749.59,27.18,31.1
1362200,ASSIUT,2001-05-01,920.18,27.18,31.1
1362200,ASSIUT,2001-06-01,1182.3,27.18,31.1
1362200,ASSIUT,2001-07-01,2162.92,27.18,31.1
1362200,ASSIUT,2001-08-01,2957.59,27.18,31.1
1362200,ASSIUT,2001-09-01,2449.56,27.18,31.1
1362200,ASSIUT,2001-10-01,1940.22,27.18,31.1
1362200,ASSIUT,2001-11-01,1134.57,27.18,31.1
1362200,ASSIUT,2001-12-01,1150.55,27.18,31.1
1362200,ASSIUT,2002-01-01,1086.01,27.18,31.1
1362200,ASSIUT,2002-02-01,873.04,27.18,31.1
1362200,ASSIUT,2002-03-01,939.87,27.18,31.1
1362200,ASSIUT,2002-04-01,687.11,27.18,31.1
1362200,ASSIUT,2002-05-01,802.04,27.18,31.1
1362200,ASSIUT,2002-06-01,1260.0,27.18,31.1
1362200,ASSIUT,2002-07-01,2317.88,27.18,31.1
1362200,ASSIUT,2002-08-01,2452.71,27.18,31.1
1362200,ASSIUT,2002-09-01,2877.42,27.18,31.1
1362200,ASSIUT,2002-10-01,1941.29,27.18,31.1
1362200,ASSIUT,2002-11-01,1404.39,27.18,31.1
1362200,ASSIUT,2002-12-01,1293.05,27.18,31.1
1362200,ASSIUT,2003-01-01,1120.37,27.18,31.1
1362200,ASSIUT,2003-02-01,918.62,27.18,31.1
1362200,ASSIUT,2003-03-01,831.72,27.18,31.1
1362200,ASSIUT,2003-04-01,748.17,27.18,31.1
1362200,ASSIUT,2003-05-01,834.62,27.18,31.1
1362200,ASSIUT,2003-06-01,1306.37,27.18,31.1
1362200,ASSIUT,2003-07-01,2330.12,27.18,31.1
1362200,ASSIUT,2003-08-01,2484.0,27.18,31.1
1362200,ASSIUT,2003-09-01,3066.11,27.18,31.1
1362200,ASSIUT,2003-10-01,1628.52,27.18,31.1
1362200,ASSIUT,2003-11-01,1497.95,27.18,31.1
1362200,ASSIUT,2003-12-01,1299.05,27.18,31.1
1362200,ASSIUT,2004-01-01,1121.87,27.18,31.1
1362200,ASSIUT,2004-02-01,912.23,27.18,31.1
1362200,ASSIUT,2004-03-01,809.2,27.18,31.1
1362200,ASSIUT,2004-04-01,737.75,27.18,31.1
1362200,ASSIUT,2004-05-01,784.11,27.18,31.1
1362200,ASSIUT,2004-06-01,1318.26,27.18,31.1
1362200,ASSIUT,2004-07-01,2116.02,27.18,31.1
1362200,ASSIUT,2004-08-01,2590.97,27.18,31.1
1362200,ASSIUT,2004-09-01,2793.41,27.18,31.1
1362200,ASSIUT,2004-10-01,1967.32,27.18,31.1
1362200,ASSIUT,2004-11-01,1606.77,27.18,31.1
1362200,ASSIUT,2004-12-01,1296.53,27.18,31.1
1362200,ASSIUT,2005-01-01,1019.21,27.18,31.1
1362200,ASSIUT,2005-02-01,912.35,27.18,31.1
1362200,ASSIUT,2005-03-01,867.65,27.18,31.1
1362200,ASSIUT,2005-04-01,801.44,27.18,31.1
1362200,ASSIUT,2005-05-01,817.34,27.18,31.1
1362200,ASSIUT,2005-06-01,1239.59,27.18,31.1
1362200,ASSIUT,2005-07-01,2255.98,27.18,31.1
1362200,ASSIUT,2005-08-01,2599.87,27.18,31.1
1362200,ASSIUT,2005-09-01,2706.04,27.18,31.1
1362200,ASSIUT,2005-10-01,1879.42,27.18,31.1
1362200,ASSIUT,2005-11-01,1474.83,27.18,31.1
1362200,ASSIUT,2005-12-01,1336.01,27.18,31.1
1362200,ASSIUT,2006-01-01,1157.72,27.18,31.1
1362200,ASSIUT,2006-02-01,1012.1,27.18,31.1
1362200,ASSIUT,2006-03-01,899.57,27.18,31.1
1362200,ASSIUT,2006-04-01,761.49,27.18,31.1
1362200,ASSIUT,2006-05-01,858.95,27.18,31.1
1362200,ASSIUT,2006-06-01,1191.44,27.18,31.1
1362200,ASSIUT,2006-07-01,2089.08,27.18,31.1
1362200,ASSIUT,2006-08-01,2686.76,27.18,31.1
1362200,ASSIUT,2006-09-01,2599.29,27.18,31.1
1362200,ASSIUT,2006-10-01,1991.01,27.18,31.1
1362200,ASSIUT,2006-11-01,1395.52,27.18,31.1
1362200,ASSIUT,2006-12-01,1426.28,27.18,31.1
1362200,ASSIUT,2007-01-01,993.46,27.18,31.1
1362200,ASSIUT,2007-02-01,853.53,27.18,31.1
1362200,ASSIUT,2007-03-01,885.38,27.18,31.1
1362200,ASSIUT,2007-04-01,804.19,27.18,31.1
1362200,ASSIUT,2007-05-01,850.77,27.18,31.1
1362200,ASSIUT,2007-06-01,1276.56,27.18,31.1
1362200,ASSIUT,2007-07-01,2023.79,27.18,31.1
1362200,ASSIUT,2007-08-01,2507.15,27.18,31.1
1362200,ASSIUT,2007-09-01,2581.54,27.18,31.1
1362200,ASSIUT,2007-10-01,1788.3,27.18,31.1
1362200,ASSIUT,2007-11-01,1601.46,27.18,31.1
1362200,ASSIUT,2007-12-01,1201.17,27.18,31.1
1362200,ASSIUT,2008-01-01,1003.84,27.18,31.1
1362200,ASSIUT,2008-02-01,916.28,27.18,31.1
1362200,ASSIUT,2008-03-01,832.74,27.18,31.1
1362200,ASSIUT,2008-04-01,718.44,27.18,31.1
1362200,ASSIUT,2008-05-01,753.09,27.18,31.1
1362200,ASSIUT,2008-06-01,1232.74,27.18,31.1
1362200,ASSIUT,2008-07-01,2054.77,27.18,31.1
1362200,ASSIUT,2008-08-01,2578.07,27.18,31.1
1362200,ASSIUT,2008-09-01,2456.49,27.18,31.1
1362200,ASSIUT,2008-10-01,1915.85,27.18,31.1
1362200,ASSIUT,2008-11-01,1306.67,27.18,31.1
1362200,ASSIUT,2008-12-01,1073.02,27.18,31.1
1362200,ASSIUT,2009-01-01,1007.76,27.18,31.1
1362200,ASSIUT,2009-02-01,919.59,27.18,31.1
1362200,ASSIUT,2009-03-01,821.86,27.18,31.1
1362200,ASSIUT,2009-04-01,836.79,27.18,31.1
1362200,ASSIUT,2009-05-01,856.94,27.18,31.1
1362200,ASSIUT,2009-06-01,1187.48,27.18,31.1
1362200,ASSIUT,2009-07-01,2001.73,27.18,31.1
1362200,ASSIUT,2009-08-01,2458.66,27.18,31.1
1362200,ASSIUT,2009-09-01,2535.63,27.18,31.1
1362200,ASSIUT,2009-10-01,1827.92,27.18,31.1
1362200,ASSIUT,2009-11-01,1508.13,27.18,31.1
1362200,ASSIUT,2009-12-01,1123.27,27.18,31.1
1362200,ASSIUT,2010-01-01,1107.81,27.18,31.1
1362200,ASSIUT,2010-02-01,1044.79,27.18,31.1
1362200,ASSIUT,2010-03-01,790.77,27.18,31.1
1362200,ASSIUT,2010-04-01,768.46,27.18,31.1
1362200,ASSIUT,2010-05-01,841.76,27.18,31.1
1362200,ASSIUT,2010-06-01,1158.17,27.18,31.1
1362200,ASSIUT,2010-07-01,2030.04,27.18,31.1
1362200,ASSIUT,2010-08-01,2661.73,27.18,31.1
1362200,ASSIUT,2010-09-01,2545.84,27.18,31.1
1362200,ASSIUT,2010-10-01,1746.23,27.18,31.1
1362200,ASSIUT,2010-11-01,1465.35,27.18,31.1
1362200,ASSIUT,2010-12-01,1244.24,27.18,31.1
1362200,ASSIUT,2011-01-01,1180.85,27.18,31.1
1362200,ASSIUT,2011-02-01,996.81,27.18,31.1
1362200,ASSIUT,2011-03-01,930.2,27.18,31.1
1362200,ASSIUT,2011-04-01,695.15,27.18,31.1
1362200,ASSIUT,2011-05-01,848.89,27.18,31.1
1362200,ASSIUT,2011-06-01,1207.73,27.18,31.1
1362200,ASSIUT,2011-07-01,2331.32,27.18,31.1
1362200,ASSIUT,2011-08-01,2474.02,27.18,31.1
1362200,ASSIUT,2011-09-01,2344.0,27.18,31.1
1362200,ASSIUT,2011-10-01,1762.75,27.18,31.1
1362200,ASSIUT,2011-11-01,1207.6,27.18,31.1
1362200,ASSIUT,2011-12-01,1140.21,27.18,31.1
1362200,ASSIUT,2012-01-01,988.51,27.18,31.1
1362200,ASSIUT,2012-02-01,931.95,27.18,31.1
1362200,ASSIUT,2012-03-01,810.9,27.18,31.1
1362200,ASSIUT,2012-04-01,847.27,27.18,31.1
1362200,ASSIUT,2012-05-01,849.33,27.18,31.1
1362200,ASSIUT,2012-06-01,1129.33,27.18,31.1
1362200,ASSIUT,2012-07-01,1831.47,27.18,31.1
1362200,ASSIUT,2012-08-01,2734.6,27.18,31.1
1362200,ASSIUT,2012-09-01,2235.51,27.18,31.1
1362200,ASSIUT,2012-10-01,2111.59,27.18,31.1
1362200,ASSIUT,2012-11-01,1583.62,27.18,31.1
1362200,ASSIUT,2012-12-01,1139.54,27.18,31.1
1362200,ASSIUT,2013-01-01,903.36,27.18,31.1
1362200,ASSIUT,2013-02-01,1015.18,27.18,31.1
1362200,ASSIUT,2013-03-01,777.93,27.18,31.1
1362200,ASSIUT,2013-04-01,805.34,27.18,31.1
1362200,ASSIUT,2013-05-01,684.97,27.18,31.1
1362200,ASSIUT,2013-06-01,1121.21,27.18,31.1
1362200,ASSIUT,2013-07-01,1963.62,27.18,31.1
1362200,ASSIUT,2013-08-01,2626.9,27.18,31.1
1362200,ASSIUT,2013-09-01,2396.7,27.18,31.1
1362200,ASSIUT,2013-10-01,1923.23,27.18,31.1
1362200,ASSIUT,2013-11-01,1316.45,27.18,31.1
1362200,ASSIUT,2013-12-01,1164.27,27.18,31.1
1362200,ASSIUT,2014-01-01,1051.25,27.18,31.1
1362200,ASSIUT,2014-02-01,948.57,27.18,31.1
1362200,ASSIUT,2014-03-01,825.38,27.18,31.1
1362200,ASSIUT,2014-04-01,663.28,27.18,31.1
1362200,ASSIUT,2014-05-01,685.08,27.18,31.1
1362200,ASSIUT,2014-06-01,1291.11,27.18,31.1
1362200,ASSIUT,2014-07-01,2004.2,27.18,31.1
1362200,ASSIUT,2014-08-01,2447.2,27.18,31.1
1362200,ASSIUT,2014-09-01,2779.79,27.18,31.1
1362200,ASSIUT,2014-10-01,1839.01,27.18,31.1
1362200,ASSIUT,2014-11-01,1566.76,27.18,31.1
1362200,ASSIUT,2014-12-01,1177.71,27.18,31.1
1362200,ASSIUT,2015-01-01,1206.36,27.18,31.1
1362200,ASSIUT,2015-02-01,1033.43,27.18,31.1
1362200,ASSIUT,2015-03-01,761.25,27.18,31.1
1362200,ASSIUT,2015-04-01,781.29,27.18,31.1
1362200,ASSIUT,2015-05-01,816.82,27.18,31.1
1362200,ASSIUT,2015-06-01,1292.65,27.18,31.1
1362200,ASSIUT,2015-07-01,1791.91,27.18,31.1
1362200,ASSIUT,2015-08-01,2731.17,27.18,31.1
1362200,ASSIUT,2015-09-01,2667.89,27.18,31.1
1362200,ASSIUT,2015-10-01,1557.36,27.18,31.1
1362200,ASSIUT,2015-11-01,1289.2,27.18,31.1
1362200,ASSIUT,2015-12-01,975.01,27.18,31.1
1362200,ASSIUT,2016-01-01,1007.83,27.18,31.1
1362200,ASSIUT,2016-02-01,953.01,27.18,31.1
1362200,ASSIUT,2016-03-01,865.37,27.18,31.1
1362200,ASSIUT,2016-04-01,725.3,27.18,31.1
1362200,ASSIUT,2016-05-01,873.18,27.18,31.1
1362200,ASSIUT,2016-06-01,1030.85,27.18,31.1
1362200,ASSIUT,2016-07-01,1668.13,27.18,31.1
